,Norm True,Norm Predicted
316,0.798,0.632
317,0.799,0.624
318,0.8,0.613
319,0.801,0.596
320,0.806,0.61
321,0.807,0.631
322,0.81,0.619
323,0.813,0.623
324,0.815,0.607
325,0.818,0.623
326,0.819,0.64
327,0.821,0.626
328,0.823,0.622
329,0.827,0.616
330,0.829,0.623
331,0.833,0.64
332,0.836,0.624
333,0.839,0.625
334,0.842,0.626
335,0.843,0.638
336,0.846,0.643
337,0.847,0.633
338,0.848,0.63
339,0.849,0.632
340,0.852,0.649
341,0.854,0.651
342,0.855,0.634
343,0.855,0.635
344,0.856,0.648
345,0.857,0.664
346,0.857,0.668
347,0.858,0.651
348,0.858,0.643
349,0.859,0.656
350,0.86,0.685
351,0.86,0.677
352,0.862,0.652
353,0.862,0.647
354,0.863,0.655
355,0.863,0.679
356,0.865,0.687
357,0.866,0.66
358,0.867,0.659
359,0.869,0.676
360,0.87,0.697
361,0.871,0.697
362,0.871,0.672
363,0.873,0.664
364,0.874,0.664
365,0.875,0.697
366,0.876,0.701
367,0.877,0.677
368,0.878,0.665
369,0.88,0.673
370,0.882,0.712
371,0.883,0.719
372,0.883,0.695
373,0.884,0.669
374,0.884,0.685
375,0.885,0.715
376,0.886,0.726
377,0.886,0.703
378,0.886,0.67
379,0.888,0.686
380,0.889,0.729
381,0.89,0.74
382,0.891,0.713
383,0.893,0.685
384,0.894,0.718
385,0.895,0.745
386,0.896,0.744
387,0.897,0.721
388,0.899,0.707
389,0.9,0.731
390,0.901,0.756
391,0.901,0.736
392,0.903,0.722
393,0.904,0.713
394,0.907,0.739
395,0.91,0.771
396,0.912,0.76
397,0.913,0.745
398,0.916,0.742
399,0.918,0.766
400,0.922,0.786
401,0.924,0.773
402,0.925,0.762
403,0.927,0.768
404,0.93,0.792
405,0.931,0.806
406,0.934,0.792
407,0.938,0.774
408,0.939,0.78
409,0.939,0.806
410,0.941,0.819
411,0.943,0.792
412,0.945,0.791
413,0.948,0.792
414,0.953,0.824
415,0.957,0.835
416,0.961,0.822
417,0.962,0.816
418,0.966,0.818
419,0.968,0.848
420,0.97,0.87
421,0.975,0.84
422,0.975,0.82
423,0.977,0.824
424,0.979,0.861
425,0.98,0.873
426,0.982,0.847
427,0.984,0.83
428,0.986,0.838
429,0.99,0.871
430,0.995,0.885
431,0.996,0.862
432,0.997,0.84
433,0.998,0.851
434,1.001,0.889
435,1.003,0.885
436,1.007,0.867
437,1.009,0.847
438,1.013,0.857
