,Norm True,Norm Predicted
318,0.894,0.84
319,0.897,0.818
320,0.899,0.803
321,0.908,0.812
322,0.908,0.822
323,0.91,0.822
324,0.915,0.833
325,0.917,0.825
326,0.917,0.831
327,0.918,0.817
328,0.92,0.825
329,0.921,0.823
330,0.922,0.819
331,0.923,0.83
332,0.923,0.823
333,0.923,0.811
334,0.924,0.806
335,0.925,0.816
336,0.925,0.812
337,0.926,0.815
338,0.927,0.831
339,0.928,0.823
340,0.928,0.821
341,0.931,0.838
342,0.933,0.835
343,0.935,0.831
344,0.935,0.838
345,0.936,0.841
346,0.939,0.84
347,0.943,0.853
348,0.943,0.846
349,0.944,0.828
350,0.949,0.825
351,0.951,0.808
352,0.954,0.828
353,0.954,0.828
354,0.955,0.811
355,0.959,0.817
356,0.962,0.813
357,0.966,0.822
358,0.968,0.838
359,0.97,0.838
360,0.975,0.84
361,0.978,0.837
362,0.982,0.842
363,0.982,0.853
364,0.984,0.837
365,0.988,0.834
366,0.993,0.833
367,0.993,0.845
368,0.996,0.839
369,1.0,0.821
370,1.002,0.822
371,1.004,0.828
372,1.006,0.822
373,1.01,0.826
374,1.013,0.802
375,1.015,0.814
376,1.018,0.819
377,1.019,0.832
378,1.02,0.842
379,1.021,0.827
380,1.021,0.836
381,1.024,0.836
382,1.026,0.843
383,1.028,0.833
384,1.031,0.847
385,1.033,0.848
386,1.037,0.848
387,1.04,0.839
388,1.039,0.829
389,1.039,0.841
390,1.038,0.838
391,1.038,0.84
392,1.036,0.841
393,1.036,0.827
394,1.034,0.833
395,1.032,0.823
396,1.03,0.833
397,1.029,0.85
398,1.028,0.838
399,1.027,0.843
