,Norm True,Norm Predicted
318,0.408,0.809
319,0.409,0.769
320,0.41,0.777
321,0.411,0.756
322,0.412,0.76
323,0.413,0.761
324,0.413,0.78
325,0.413,0.792
326,0.413,0.79
327,0.413,0.808
328,0.414,0.824
329,0.413,0.808
330,0.413,0.814
331,0.412,0.816
332,0.412,0.803
333,0.411,0.822
334,0.41,0.821
335,0.409,0.81
336,0.407,0.814
337,0.407,0.825
338,0.406,0.798
339,0.405,0.803
340,0.404,0.798
341,0.404,0.802
342,0.404,0.791
343,0.404,0.782
344,0.404,0.804
345,0.405,0.808
346,0.405,0.787
347,0.404,0.777
348,0.404,0.721
349,0.403,0.68
350,0.402,0.682
351,0.401,0.699
352,0.401,0.711
353,0.4,0.732
354,0.399,0.753
355,0.397,0.734
356,0.396,0.718
357,0.395,0.737
358,0.394,0.733
359,0.395,0.714
360,0.395,0.721
361,0.395,0.713
362,0.395,0.729
363,0.396,0.713
364,0.396,0.716
365,0.396,0.733
366,0.396,0.764
367,0.397,0.766
368,0.397,0.744
369,0.399,0.726
370,0.4,0.742
371,0.4,0.75
372,0.4,0.764
373,0.4,0.791
374,0.402,0.77
375,0.403,0.741
376,0.404,0.755
377,0.406,0.774
378,0.41,0.755
379,0.412,0.74
380,0.414,0.75
381,0.415,0.777
382,0.416,0.766
383,0.421,0.769
384,0.424,0.742
385,0.427,0.744
386,0.427,0.76
387,0.431,0.758
388,0.433,0.773
389,0.436,0.755
390,0.439,0.76
391,0.442,0.748
392,0.446,0.751
393,0.447,0.749
394,0.451,0.762
395,0.452,0.745
396,0.455,0.76
397,0.457,0.769
398,0.457,0.789
399,0.459,0.813
400,0.461,0.825
401,0.462,0.803
402,0.464,0.807
403,0.466,0.788
404,0.468,0.774
405,0.47,0.77
406,0.471,0.78
407,0.473,0.788
408,0.473,0.795
409,0.475,0.816
410,0.475,0.81
411,0.477,0.825
412,0.481,0.805
413,0.483,0.791
414,0.485,0.799
415,0.486,0.817
416,0.487,0.823
417,0.489,0.828
418,0.491,0.824
419,0.494,0.799
420,0.499,0.788
421,0.503,0.728
422,0.509,0.713
423,0.514,0.695
424,0.514,0.687
425,0.519,0.712
426,0.521,0.735
427,0.522,0.729
428,0.524,0.762
429,0.527,0.756
430,0.53,0.778
431,0.531,0.79
432,0.532,0.786
433,0.534,0.808
434,0.536,0.809
435,0.539,0.822
436,0.542,0.799
