,Norm True,Norm Predicted
0,0.0,1.034
1,0.003,1.034
2,0.007,1.034
3,0.012,1.034
4,0.016,1.034
5,0.02,1.034
6,0.025,1.034
7,0.027,1.034
8,0.028,1.034
9,0.033,1.034
10,0.038,1.034
11,0.041,1.034
12,0.048,1.034
13,0.051,1.034
14,0.052,1.034
15,0.057,1.034
16,0.058,1.034
17,0.063,1.034
18,0.065,1.034
19,0.072,1.034
20,0.073,1.034
21,0.075,1.034
22,0.078,1.034
23,0.081,1.034
24,0.083,1.034
25,0.087,1.034
26,0.09,1.034
27,0.09,1.034
28,0.093,1.034
29,0.099,1.034
30,0.103,1.034
31,0.108,1.034
32,0.111,1.034
33,0.115,1.034
34,0.118,1.034
35,0.119,1.034
36,0.119,1.034
37,0.123,1.034
38,0.127,1.034
39,0.128,1.034
40,0.13,1.034
41,0.131,1.034
42,0.133,1.034
43,0.139,1.034
44,0.14,1.034
45,0.145,1.034
46,0.146,1.034
47,0.151,1.034
48,0.156,1.034
49,0.158,1.034
50,0.16,1.034
51,0.162,1.034
52,0.163,1.034
53,0.166,1.034
54,0.167,1.034
55,0.168,1.034
56,0.17,1.034
57,0.171,1.034
58,0.178,1.034
59,0.181,1.034
60,0.186,1.034
61,0.188,1.034
62,0.192,1.034
63,0.194,1.034
64,0.198,1.034
65,0.199,1.034
66,0.203,1.034
67,0.206,1.034
68,0.211,1.034
69,0.216,1.034
70,0.219,1.034
71,0.221,1.034
72,0.221,1.034
73,0.226,1.034
74,0.231,1.034
75,0.232,1.034
76,0.235,1.034
77,0.237,1.034
78,0.237,1.034
79,0.241,1.034
80,0.245,1.034
81,0.248,1.034
82,0.252,1.034
83,0.255,1.034
84,0.259,1.034
85,0.264,1.034
86,0.27,1.034
87,0.274,1.034
88,0.275,1.034
89,0.279,1.034
90,0.28,1.034
91,0.282,1.034
92,0.283,1.034
93,0.286,1.034
94,0.288,1.034
95,0.292,1.034
96,0.293,1.034
97,0.299,1.034
98,0.305,1.034
99,0.311,1.034
100,0.316,1.034
101,0.319,1.034
102,0.323,1.034
103,0.327,1.034
104,0.328,1.034
105,0.334,1.034
106,0.336,1.034
107,0.338,1.034
108,0.34,1.034
109,0.34,1.034
110,0.343,1.034
111,0.345,1.034
112,0.348,1.034
113,0.35,1.034
114,0.353,1.034
115,0.355,1.034
116,0.358,1.034
117,0.362,1.034
118,0.365,1.034
119,0.367,1.034
120,0.368,1.034
121,0.369,1.034
122,0.371,1.034
123,0.372,1.034
124,0.374,1.034
125,0.375,1.034
126,0.377,1.034
127,0.382,1.034
128,0.386,1.034
129,0.387,1.034
130,0.389,1.034
131,0.392,1.034
132,0.397,1.034
133,0.4,1.034
134,0.404,1.034
135,0.407,1.034
136,0.415,1.034
137,0.416,1.034
138,0.419,1.034
139,0.421,1.034
140,0.423,1.034
141,0.425,1.034
142,0.43,1.034
143,0.434,1.034
144,0.435,1.034
145,0.44,1.034
146,0.442,1.034
147,0.445,1.034
148,0.447,1.034
149,0.448,1.034
150,0.45,1.034
151,0.452,1.034
152,0.455,1.034
153,0.46,1.034
154,0.465,1.034
155,0.47,1.034
156,0.473,1.034
157,0.476,1.034
158,0.48,1.034
159,0.484,1.034
160,0.488,1.034
161,0.491,1.034
162,0.495,1.034
163,0.497,1.034
164,0.502,1.034
165,0.509,1.034
166,0.512,1.034
167,0.517,1.034
168,0.519,1.034
169,0.52,1.034
170,0.524,1.034
171,0.528,1.034
172,0.53,1.034
173,0.533,1.034
174,0.533,1.034
175,0.535,1.034
176,0.54,1.034
177,0.545,1.034
178,0.55,1.034
179,0.556,1.034
180,0.561,1.034
181,0.568,1.034
182,0.574,1.034
183,0.576,1.034
184,0.577,1.034
185,0.579,1.034
186,0.581,1.034
187,0.582,1.034
188,0.585,1.034
189,0.588,1.034
190,0.589,1.034
191,0.59,1.034
192,0.594,1.034
193,0.6,1.034
194,0.602,1.034
195,0.608,1.034
196,0.614,1.034
197,0.618,1.034
198,0.62,1.034
199,0.624,1.034
200,0.626,1.034
201,0.629,1.034
202,0.635,1.034
203,0.637,1.034
204,0.64,1.034
205,0.641,1.034
206,0.647,1.034
207,0.649,1.034
208,0.656,1.034
209,0.66,1.034
210,0.663,1.034
211,0.666,1.034
212,0.668,1.034
213,0.67,1.034
214,0.674,1.034
215,0.676,1.034
216,0.678,1.034
217,0.679,1.034
218,0.681,1.034
219,0.682,1.034
220,0.688,1.034
221,0.69,1.034
222,0.692,1.034
223,0.695,1.034
224,0.697,1.034
225,0.7,1.034
226,0.703,1.034
227,0.708,1.034
228,0.708,1.034
229,0.71,1.034
230,0.712,1.034
231,0.713,1.034
232,0.714,1.034
233,0.715,1.034
234,0.716,1.034
235,0.718,1.034
236,0.721,1.034
237,0.721,1.034
238,0.722,1.034
239,0.724,1.034
240,0.725,1.034
241,0.726,1.034
242,0.727,1.034
243,0.727,1.034
244,0.728,1.034
245,0.73,1.034
246,0.734,1.034
247,0.736,1.034
248,0.739,1.034
249,0.74,1.034
250,0.74,1.034
251,0.741,1.034
252,0.744,1.034
253,0.745,1.034
254,0.746,1.034
255,0.747,1.034
256,0.747,1.034
257,0.751,1.034
258,0.753,1.034
259,0.753,1.034
260,0.755,1.034
261,0.755,1.034
262,0.757,1.034
263,0.758,1.034
264,0.759,1.034
265,0.761,1.034
266,0.763,1.034
267,0.765,1.034
268,0.766,1.034
269,0.769,1.034
270,0.773,1.034
271,0.775,1.034
272,0.777,1.034
273,0.779,1.034
274,0.78,1.034
275,0.781,1.034
276,0.788,1.034
277,0.791,1.034
278,0.794,1.034
279,0.799,1.034
280,0.802,1.034
281,0.805,1.034
282,0.808,1.034
283,0.812,1.034
284,0.814,1.034
285,0.816,1.034
286,0.817,1.034
287,0.821,1.034
288,0.824,1.034
289,0.829,1.034
290,0.83,1.034
291,0.832,1.034
292,0.834,1.034
293,0.836,1.034
294,0.843,1.034
295,0.846,1.034
296,0.85,1.034
297,0.852,1.034
298,0.859,1.034
299,0.865,1.034
300,0.868,1.034
301,0.872,1.034
302,0.876,1.034
303,0.881,1.034
304,0.883,1.034
305,0.886,1.034
306,0.889,1.034
307,0.891,1.034
308,0.897,1.034
309,0.898,1.034
310,0.899,1.034
311,0.901,1.034
312,0.903,1.034
313,0.903,1.034
314,0.907,1.034
315,0.909,1.034
316,0.91,1.034
317,0.912,1.034
318,0.913,1.034
319,0.913,1.034
320,0.915,1.034
321,0.917,1.034
322,0.918,1.034
323,0.92,1.034
324,0.921,1.034
325,0.921,1.034
326,0.924,1.034
327,0.924,1.034
328,0.925,1.034
329,0.926,1.034
330,0.927,1.034
331,0.927,1.034
332,0.929,1.034
333,0.929,1.034
334,0.93,1.034
335,0.93,1.034
336,0.93,1.034
337,0.931,1.034
338,0.93,1.034
339,0.93,1.034
340,0.929,1.034
341,0.929,1.034
342,0.929,1.034
343,0.931,1.034
344,0.931,1.034
345,0.933,1.034
346,0.934,1.034
347,0.934,1.034
348,0.934,1.034
349,0.934,1.034
350,0.932,1.034
351,0.932,1.034
352,0.933,1.034
353,0.933,1.034
354,0.933,1.034
355,0.933,1.034
356,0.934,1.034
357,0.933,1.034
358,0.933,1.034
359,0.933,1.034
360,0.932,1.034
361,0.931,1.034
362,0.93,1.034
363,0.929,1.034
364,0.927,1.034
365,0.925,1.034
366,0.924,1.034
367,0.92,1.034
368,0.916,1.034
369,0.915,1.034
370,0.912,1.034
371,0.907,1.034
372,0.906,1.034
373,0.904,1.034
374,0.902,1.034
375,0.9,1.034
376,0.898,1.034
377,0.897,1.034
378,0.895,1.034
379,0.893,1.034
380,0.89,1.034
381,0.888,1.034
382,0.886,1.034
383,0.884,1.034
384,0.882,1.034
385,0.878,1.034
386,0.877,1.034
387,0.874,1.034
388,0.87,1.034
389,0.867,1.034
390,0.865,1.034
391,0.858,1.034
392,0.856,1.034
393,0.851,1.034
394,0.847,1.034
395,0.844,1.034
396,0.841,1.034
397,0.838,1.034
398,0.833,1.034
399,0.832,1.034
400,0.83,1.034
401,0.828,1.034
402,0.824,1.034
403,0.821,1.034
404,0.818,1.034
405,0.814,1.034
406,0.811,1.034
407,0.809,1.034
408,0.807,1.034
409,0.804,1.034
410,0.8,1.034
411,0.799,1.034
412,0.795,1.034
413,0.792,1.034
414,0.789,1.034
415,0.786,1.034
416,0.783,1.034
417,0.779,1.034
418,0.777,1.034
419,0.773,1.034
420,0.768,1.034
421,0.766,1.034
422,0.76,1.034
423,0.757,1.034
424,0.754,1.034
425,0.751,1.034
426,0.747,1.034
427,0.745,1.034
428,0.74,1.034
429,0.735,1.034
430,0.732,1.034
431,0.729,1.034
432,0.726,1.034
433,0.721,1.034
434,0.718,1.034
435,0.715,1.034
436,0.711,1.034
437,0.708,1.034
438,0.705,1.034
439,0.702,1.034
440,0.699,1.034
441,0.698,1.034
442,0.694,1.034
443,0.692,1.034
444,0.689,1.034
445,0.686,1.034
446,0.685,1.034
447,0.68,1.034
448,0.676,1.034
449,0.673,1.034
450,0.671,1.034
451,0.666,1.034
452,0.662,1.034
453,0.66,1.034
454,0.656,1.034
455,0.655,1.034
456,0.654,1.034
457,0.652,1.034
458,0.649,1.034
459,0.646,1.034
460,0.641,1.034
461,0.64,1.034
462,0.636,1.034
463,0.632,1.034
464,0.628,1.034
465,0.626,1.034
466,0.622,1.034
467,0.618,1.034
468,0.616,1.034
469,0.613,1.034
470,0.608,1.034
471,0.605,1.034
472,0.604,1.034
473,0.6,1.034
474,0.597,1.034
475,0.595,1.034
476,0.59,1.034
477,0.59,1.034
478,0.587,1.034
479,0.584,1.034
480,0.583,1.034
481,0.581,1.034
482,0.578,1.034
483,0.575,1.034
484,0.573,1.034
485,0.571,1.034
486,0.568,1.034
487,0.563,1.034
488,0.558,1.034
489,0.557,1.034
490,0.555,1.034
491,0.554,1.034
492,0.552,1.034
493,0.55,1.034
494,0.549,1.034
495,0.546,1.034
496,0.545,1.034
497,0.544,1.034
498,0.542,1.034
499,0.539,1.034
500,0.536,1.034
501,0.535,1.034
502,0.534,1.034
503,0.534,1.034
504,0.533,1.034
505,0.532,1.034
506,0.531,1.034
507,0.53,1.034
508,0.53,1.034
509,0.53,1.034
510,0.531,1.034
511,0.532,1.034
512,0.532,1.034
513,0.533,1.034
514,0.535,1.034
515,0.535,1.034
516,0.536,1.034
517,0.536,1.034
518,0.537,1.034
519,0.538,1.034
520,0.54,1.034
521,0.541,1.034
522,0.545,1.034
523,0.547,1.034
524,0.549,1.034
525,0.551,1.034
526,0.553,1.034
527,0.554,1.034
528,0.556,1.034
529,0.556,1.034
530,0.559,1.034
531,0.562,1.034
532,0.564,1.034
533,0.567,1.034
534,0.569,1.034
535,0.575,1.034
536,0.575,1.034
537,0.579,1.034
538,0.58,1.034
539,0.586,1.034
540,0.586,1.034
541,0.59,1.034
542,0.595,1.034
543,0.597,1.034
544,0.6,1.034
545,0.602,1.034
546,0.604,1.034
547,0.608,1.034
548,0.611,1.034
549,0.614,1.034
550,0.616,1.034
551,0.618,1.034
552,0.621,1.034
553,0.623,1.034
554,0.625,1.034
555,0.63,1.034
556,0.632,1.034
557,0.634,1.034
558,0.637,1.034
559,0.641,1.034
560,0.645,1.034
561,0.648,1.034
562,0.65,1.034
563,0.652,1.034
564,0.655,1.034
565,0.662,1.034
566,0.663,1.034
567,0.664,1.034
568,0.666,1.034
569,0.667,1.034
570,0.67,1.034
571,0.672,1.034
572,0.675,1.034
573,0.678,1.034
574,0.682,1.034
575,0.687,1.034
576,0.688,1.034
577,0.692,1.034
578,0.695,1.034
579,0.698,1.034
580,0.7,1.034
581,0.703,1.034
582,0.706,1.034
583,0.709,1.034
584,0.711,1.034
585,0.715,1.034
586,0.719,1.034
587,0.721,1.034
588,0.722,1.034
589,0.723,1.034
590,0.724,1.034
591,0.725,1.034
592,0.726,1.034
593,0.727,1.034
594,0.73,1.034
595,0.736,1.034
596,0.737,1.034
597,0.742,1.034
598,0.744,1.034
599,0.751,1.034
600,0.753,1.034
601,0.754,1.034
602,0.759,1.034
603,0.762,1.034
604,0.763,1.034
605,0.769,1.034
606,0.773,1.034
607,0.774,1.034
608,0.778,1.034
609,0.781,1.034
610,0.784,1.034
611,0.785,1.034
612,0.788,1.034
613,0.79,1.034
614,0.791,1.034
615,0.792,1.034
616,0.793,1.034
617,0.793,1.034
618,0.794,1.034
619,0.794,1.034
620,0.794,1.034
621,0.794,1.034
622,0.794,1.034
623,0.795,1.034
624,0.796,1.034
625,0.796,1.034
626,0.796,1.034
627,0.797,1.034
628,0.798,1.034
629,0.799,1.034
630,0.8,1.034
631,0.801,1.034
632,0.802,1.034
633,0.803,1.034
634,0.803,1.034
635,0.804,1.034
636,0.806,1.034
637,0.807,1.034
638,0.807,1.034
639,0.808,1.034
640,0.809,1.034
641,0.809,1.034
642,0.809,1.034
643,0.81,1.034
644,0.812,1.034
645,0.813,1.034
646,0.814,1.034
647,0.813,1.034
648,0.813,1.034
649,0.812,1.034
650,0.812,1.034
651,0.811,1.034
652,0.811,1.034
653,0.81,1.034
654,0.807,1.034
655,0.804,1.034
656,0.804,1.034
657,0.802,1.034
658,0.8,1.034
659,0.798,1.034
660,0.796,1.034
661,0.794,1.034
662,0.794,1.034
663,0.793,1.034
664,0.792,1.034
665,0.791,1.034
666,0.79,1.034
667,0.789,1.034
668,0.787,1.034
669,0.787,1.034
670,0.783,1.034
671,0.782,1.034
672,0.781,1.034
673,0.776,1.034
674,0.773,1.034
675,0.77,1.034
676,0.769,1.034
677,0.764,1.034
678,0.761,1.034
679,0.758,1.034
680,0.754,1.034
681,0.747,1.034
682,0.742,1.034
683,0.741,1.034
684,0.738,1.034
685,0.735,1.034
686,0.734,1.034
687,0.731,1.034
688,0.728,1.034
689,0.723,1.034
690,0.718,1.034
691,0.718,1.034
692,0.714,1.034
693,0.712,1.034
694,0.708,1.034
695,0.707,1.034
696,0.705,1.034
697,0.705,1.034
698,0.703,1.034
699,0.702,1.034
700,0.701,1.034
701,0.698,1.034
702,0.695,1.034
703,0.692,1.034
704,0.687,1.034
705,0.685,1.034
706,0.683,1.034
707,0.682,1.034
708,0.678,1.034
709,0.675,1.034
710,0.671,1.034
711,0.67,1.034
712,0.667,1.034
713,0.663,1.034
714,0.66,1.034
715,0.655,1.034
716,0.652,1.034
717,0.645,1.034
718,0.638,1.034
719,0.634,1.034
720,0.628,1.034
721,0.626,1.034
722,0.623,1.034
723,0.62,1.034
724,0.617,1.034
725,0.615,1.034
726,0.611,1.034
727,0.61,1.034
728,0.606,1.034
729,0.603,1.034
730,0.599,1.034
731,0.598,1.034
732,0.595,1.034
733,0.593,1.034
734,0.59,1.034
735,0.588,1.034
736,0.588,1.034
737,0.584,1.034
738,0.583,1.034
739,0.582,1.034
740,0.579,1.034
741,0.578,1.034
742,0.577,1.034
743,0.574,1.034
744,0.573,1.034
745,0.569,1.034
746,0.567,1.034
747,0.566,1.034
748,0.564,1.034
749,0.562,1.034
750,0.561,1.034
751,0.558,1.034
752,0.557,1.034
753,0.556,1.034
754,0.553,1.034
755,0.55,1.034
756,0.549,1.034
757,0.544,1.034
758,0.542,1.034
759,0.54,1.034
760,0.537,1.034
761,0.536,1.034
762,0.533,1.034
763,0.532,1.034
764,0.529,1.034
765,0.528,1.034
766,0.527,1.034
767,0.525,1.034
768,0.524,1.034
769,0.524,1.034
770,0.524,1.034
771,0.523,1.034
772,0.523,1.034
773,0.522,1.034
774,0.521,1.034
775,0.521,1.034
776,0.522,1.034
777,0.523,1.034
778,0.525,1.034
779,0.526,1.034
780,0.528,1.034
781,0.529,1.034
782,0.529,1.034
783,0.535,1.034
784,0.536,1.034
785,0.539,1.034
786,0.541,1.034
787,0.543,1.034
788,0.548,1.034
789,0.55,1.034
790,0.55,1.034
791,0.552,1.034
792,0.553,1.034
793,0.554,1.034
794,0.555,1.034
795,0.556,1.034
796,0.557,1.034
797,0.557,1.034
798,0.56,1.034
799,0.562,1.034
