,Norm True,Norm Predicted
0,0.0,0.537
1,0.007,0.537
2,0.009,0.537
3,0.011,0.537
4,0.013,0.537
5,0.017,0.537
6,0.022,0.537
7,0.023,0.537
8,0.027,0.537
9,0.032,0.537
10,0.035,0.537
11,0.037,0.537
12,0.04,0.537
13,0.045,0.537
14,0.047,0.537
15,0.052,0.537
16,0.055,0.537
17,0.057,0.537
18,0.06,0.537
19,0.064,0.537
20,0.065,0.537
21,0.069,0.537
22,0.071,0.537
23,0.072,0.537
24,0.074,0.537
25,0.077,0.537
26,0.081,0.537
27,0.085,0.537
28,0.089,0.537
29,0.093,0.537
30,0.096,0.537
31,0.1,0.537
32,0.1,0.537
33,0.101,0.537
34,0.104,0.537
35,0.108,0.537
36,0.109,0.537
37,0.11,0.537
38,0.111,0.537
39,0.113,0.537
40,0.115,0.537
41,0.118,0.537
42,0.121,0.537
43,0.124,0.537
44,0.13,0.537
45,0.134,0.537
46,0.135,0.537
47,0.138,0.537
48,0.14,0.537
49,0.142,0.537
50,0.145,0.537
51,0.149,0.537
52,0.153,0.537
53,0.153,0.537
54,0.157,0.537
55,0.158,0.537
56,0.162,0.537
57,0.164,0.537
58,0.165,0.537
59,0.169,0.537
60,0.171,0.537
61,0.176,0.537
62,0.178,0.537
63,0.18,0.537
64,0.183,0.537
65,0.186,0.537
66,0.187,0.537
67,0.192,0.537
68,0.195,0.537
69,0.2,0.537
70,0.201,0.537
71,0.202,0.537
72,0.208,0.537
73,0.21,0.537
74,0.211,0.537
75,0.213,0.537
76,0.215,0.537
77,0.216,0.537
78,0.219,0.537
79,0.224,0.537
80,0.228,0.537
81,0.23,0.537
82,0.235,0.537
83,0.237,0.537
84,0.239,0.537
85,0.243,0.537
86,0.248,0.537
87,0.248,0.537
88,0.248,0.537
89,0.25,0.537
90,0.253,0.537
91,0.255,0.537
92,0.262,0.537
93,0.264,0.537
94,0.265,0.537
95,0.267,0.537
96,0.272,0.537
97,0.275,0.537
98,0.276,0.537
99,0.277,0.537
100,0.281,0.537
101,0.282,0.537
102,0.283,0.537
103,0.285,0.537
104,0.287,0.537
105,0.29,0.537
106,0.291,0.537
107,0.294,0.537
108,0.297,0.537
109,0.297,0.537
110,0.3,0.537
111,0.302,0.537
112,0.305,0.537
113,0.307,0.537
114,0.309,0.537
115,0.311,0.537
116,0.312,0.537
117,0.313,0.537
118,0.314,0.537
119,0.315,0.537
120,0.316,0.537
121,0.317,0.537
122,0.319,0.537
123,0.32,0.537
124,0.321,0.537
125,0.323,0.537
126,0.325,0.537
127,0.329,0.537
128,0.331,0.537
129,0.332,0.537
130,0.335,0.537
131,0.337,0.537
132,0.338,0.537
133,0.342,0.537
134,0.342,0.537
135,0.346,0.537
136,0.349,0.537
137,0.353,0.537
138,0.355,0.537
139,0.358,0.537
140,0.362,0.537
141,0.365,0.537
142,0.365,0.537
143,0.367,0.537
144,0.369,0.537
145,0.372,0.537
146,0.375,0.537
147,0.378,0.537
148,0.38,0.537
149,0.385,0.537
150,0.388,0.537
151,0.392,0.537
152,0.394,0.537
153,0.397,0.537
154,0.4,0.537
155,0.402,0.537
156,0.405,0.537
157,0.407,0.537
158,0.407,0.537
159,0.412,0.537
160,0.415,0.537
161,0.423,0.537
162,0.426,0.537
163,0.429,0.537
164,0.432,0.537
165,0.433,0.537
166,0.436,0.537
167,0.442,0.537
168,0.443,0.537
169,0.444,0.537
170,0.448,0.537
171,0.452,0.537
172,0.456,0.537
173,0.459,0.537
174,0.462,0.537
175,0.466,0.537
176,0.471,0.537
177,0.476,0.537
178,0.477,0.537
179,0.478,0.537
180,0.481,0.537
181,0.484,0.537
182,0.486,0.537
183,0.489,0.537
184,0.489,0.537
185,0.495,0.537
186,0.496,0.537
187,0.498,0.537
188,0.499,0.537
189,0.502,0.537
190,0.503,0.537
191,0.503,0.537
192,0.503,0.537
193,0.503,0.537
194,0.503,0.537
195,0.503,0.537
196,0.502,0.537
197,0.502,0.537
198,0.502,0.537
199,0.502,0.537
200,0.503,0.537
201,0.504,0.537
202,0.504,0.537
203,0.504,0.537
204,0.505,0.537
205,0.506,0.537
206,0.507,0.537
207,0.507,0.537
208,0.507,0.537
209,0.507,0.537
210,0.507,0.537
211,0.508,0.537
212,0.508,0.537
213,0.508,0.537
214,0.509,0.537
215,0.509,0.537
216,0.509,0.537
217,0.509,0.537
218,0.51,0.537
219,0.51,0.537
220,0.511,0.537
221,0.512,0.537
222,0.514,0.537
223,0.514,0.537
224,0.515,0.537
225,0.515,0.537
226,0.515,0.537
227,0.515,0.537
228,0.515,0.537
229,0.514,0.537
230,0.514,0.537
231,0.513,0.537
232,0.513,0.537
233,0.513,0.537
234,0.514,0.537
235,0.515,0.537
236,0.516,0.537
237,0.516,0.537
238,0.517,0.537
239,0.519,0.537
240,0.52,0.537
241,0.521,0.537
242,0.522,0.537
243,0.522,0.537
244,0.523,0.537
245,0.523,0.537
246,0.523,0.537
247,0.523,0.537
248,0.523,0.537
249,0.524,0.537
250,0.524,0.537
251,0.526,0.537
252,0.529,0.537
253,0.531,0.537
254,0.533,0.537
255,0.534,0.537
256,0.535,0.537
257,0.535,0.537
258,0.536,0.537
259,0.537,0.537
260,0.538,0.537
261,0.539,0.537
262,0.54,0.537
263,0.54,0.537
264,0.541,0.537
265,0.544,0.537
266,0.544,0.537
267,0.545,0.537
268,0.547,0.537
269,0.548,0.537
270,0.549,0.537
271,0.55,0.537
272,0.553,0.537
273,0.556,0.537
274,0.558,0.537
275,0.56,0.537
276,0.562,0.537
277,0.563,0.537
278,0.565,0.537
279,0.566,0.537
280,0.567,0.537
281,0.57,0.537
282,0.572,0.537
283,0.574,0.537
284,0.576,0.537
285,0.577,0.537
286,0.58,0.537
287,0.582,0.537
288,0.584,0.537
289,0.587,0.537
290,0.588,0.537
291,0.589,0.537
292,0.591,0.537
293,0.591,0.537
294,0.591,0.537
295,0.591,0.537
296,0.592,0.537
297,0.592,0.537
298,0.592,0.537
299,0.593,0.537
300,0.592,0.537
301,0.592,0.537
302,0.592,0.537
303,0.592,0.537
304,0.592,0.537
305,0.592,0.537
306,0.592,0.537
307,0.593,0.537
308,0.593,0.537
309,0.593,0.537
310,0.593,0.537
311,0.593,0.537
312,0.594,0.537
313,0.595,0.537
314,0.596,0.537
315,0.596,0.537
316,0.596,0.537
317,0.596,0.537
318,0.597,0.537
319,0.597,0.537
320,0.597,0.537
321,0.597,0.537
322,0.598,0.537
323,0.597,0.537
324,0.598,0.537
325,0.598,0.537
326,0.598,0.537
327,0.598,0.537
328,0.597,0.537
329,0.597,0.537
330,0.596,0.537
331,0.596,0.537
332,0.596,0.537
333,0.596,0.537
334,0.596,0.537
335,0.596,0.537
336,0.597,0.537
337,0.597,0.537
338,0.598,0.537
339,0.598,0.537
340,0.601,0.537
341,0.605,0.537
342,0.607,0.537
343,0.611,0.537
344,0.612,0.537
345,0.615,0.537
346,0.617,0.537
347,0.619,0.537
348,0.621,0.537
349,0.622,0.537
350,0.625,0.537
351,0.627,0.537
352,0.628,0.537
353,0.629,0.537
