,Norm True,Norm Predicted
318,0.91,0.793
319,0.915,0.797
320,0.917,0.8
321,0.919,0.8
322,0.921,0.799
323,0.926,0.803
324,0.927,0.802
325,0.931,0.806
326,0.932,0.807
327,0.936,0.807
328,0.939,0.807
329,0.944,0.81
330,0.945,0.813
331,0.946,0.818
332,0.947,0.82
333,0.948,0.819
334,0.95,0.82
335,0.954,0.817
336,0.961,0.821
337,0.964,0.823
338,0.964,0.82
339,0.973,0.823
340,0.976,0.827
341,0.979,0.825
342,0.985,0.829
343,0.988,0.829
344,0.993,0.828
345,1.001,0.831
346,1.003,0.834
347,1.006,0.839
348,1.008,0.839
349,1.01,0.839
350,1.014,0.84
351,1.016,0.842
352,1.02,0.844
353,1.022,0.845
354,1.024,0.846
355,1.025,0.847
356,1.028,0.848
357,1.031,0.847
358,1.035,0.847
359,1.041,0.85
360,1.044,0.851
361,1.047,0.851
362,1.05,0.853
363,1.053,0.857
364,1.054,0.858
365,1.056,0.86
366,1.057,0.86
367,1.061,0.862
368,1.064,0.862
369,1.069,0.862
370,1.074,0.862
371,1.079,0.863
372,1.083,0.866
373,1.085,0.866
374,1.087,0.867
375,1.091,0.868
376,1.094,0.869
377,1.096,0.869
378,1.099,0.871
379,1.102,0.874
380,1.102,0.874
381,1.105,0.87
382,1.114,0.872
383,1.118,0.869
384,1.125,0.871
385,1.129,0.873
386,1.133,0.873
387,1.138,0.875
388,1.142,0.877
389,1.145,0.879
390,1.147,0.88
391,1.151,0.882
392,1.152,0.881
393,1.156,0.882
394,1.157,0.88
395,1.161,0.88
396,1.166,0.877
397,1.173,0.882
398,1.176,0.882
399,1.181,0.884
400,1.185,0.885
401,1.187,0.886
402,1.191,0.885
403,1.195,0.886
404,1.198,0.885
405,1.204,0.885
406,1.21,0.888
407,1.212,0.89
408,1.214,0.889
409,1.221,0.889
410,1.227,0.891
411,1.23,0.894
412,1.232,0.896
413,1.234,0.896
414,1.237,0.894
415,1.243,0.897
416,1.246,0.898
417,1.249,0.898
418,1.252,0.897
419,1.255,0.897
420,1.259,0.896
421,1.264,0.896
422,1.267,0.898
423,1.268,0.899
424,1.272,0.899
425,1.276,0.901
426,1.278,0.901
427,1.28,0.903
428,1.282,0.899
429,1.289,0.899
430,1.293,0.899
431,1.297,0.9
432,1.299,0.902
433,1.3,0.901
434,1.304,0.901
435,1.308,0.903
436,1.31,0.905
437,1.312,0.905
438,1.314,0.905
439,1.316,0.905
440,1.319,0.903
441,1.323,0.904
442,1.326,0.904
443,1.327,0.904
444,1.33,0.903
445,1.332,0.899
446,1.341,0.899
447,1.345,0.902
448,1.347,0.902
449,1.351,0.902
450,1.354,0.903
451,1.356,0.904
452,1.357,0.904
453,1.359,0.905
454,1.361,0.905
455,1.364,0.904
456,1.369,0.906
457,1.37,0.906
458,1.372,0.907
459,1.375,0.907
460,1.377,0.909
461,1.378,0.908
462,1.382,0.909
463,1.384,0.909
464,1.386,0.907
465,1.389,0.907
466,1.392,0.906
467,1.396,0.907
468,1.398,0.908
469,1.4,0.909
470,1.402,0.907
471,1.408,0.907
472,1.41,0.91
473,1.411,0.91
474,1.415,0.912
475,1.416,0.911
476,1.42,0.913
477,1.421,0.912
478,1.423,0.913
479,1.425,0.911
480,1.429,0.912
481,1.432,0.91
482,1.437,0.911
483,1.44,0.911
484,1.442,0.911
485,1.443,0.911
486,1.444,0.913
487,1.445,0.914
488,1.445,0.914
489,1.446,0.915
490,1.446,0.91
491,1.449,0.912
492,1.449,0.909
493,1.451,0.912
494,1.451,0.909
495,1.453,0.908
496,1.456,0.908
497,1.457,0.909
498,1.458,0.911
499,1.459,0.911
500,1.459,0.907
501,1.46,0.911
502,1.46,0.912
503,1.46,0.913
504,1.46,0.911
505,1.459,0.909
506,1.459,0.909
507,1.46,0.907
508,1.461,0.907
509,1.462,0.908
510,1.462,0.909
511,1.463,0.908
512,1.464,0.908
513,1.463,0.908
514,1.463,0.909
515,1.462,0.911
516,1.462,0.912
517,1.462,0.914
518,1.463,0.913
519,1.463,0.912
520,1.464,0.911
521,1.464,0.91
522,1.465,0.911
523,1.465,0.911
524,1.466,0.913
525,1.466,0.911
526,1.468,0.913
527,1.47,0.911
528,1.474,0.91
