,Norm True,Norm Predicted
488,0.885,0.908
489,0.883,0.891
490,0.878,0.907
491,0.873,0.899
492,0.868,0.881
493,0.867,0.875
494,0.864,0.871
495,0.86,0.875
496,0.857,0.877
497,0.855,0.893
498,0.85,0.883
499,0.847,0.886
500,0.842,0.884
501,0.841,0.888
502,0.84,0.895
503,0.838,0.883
504,0.832,0.901
505,0.83,0.893
506,0.827,0.899
507,0.819,0.895
508,0.816,0.879
509,0.812,0.88
510,0.809,0.874
511,0.805,0.877
512,0.803,0.866
513,0.799,0.885
514,0.795,0.879
515,0.79,0.899
516,0.79,0.891
517,0.788,0.889
518,0.787,0.887
519,0.783,0.905
520,0.781,0.893
521,0.775,0.896
522,0.774,0.874
523,0.77,0.88
524,0.767,0.895
525,0.764,0.895
526,0.761,0.898
527,0.758,0.892
528,0.755,0.894
529,0.752,0.905
530,0.749,0.92
531,0.747,0.92
532,0.743,0.906
533,0.74,0.913
534,0.737,0.907
535,0.733,0.915
536,0.73,0.912
537,0.728,0.888
538,0.724,0.884
539,0.719,0.881
540,0.716,0.891
541,0.714,0.888
542,0.711,0.894
543,0.707,0.89
544,0.702,0.899
545,0.697,0.902
546,0.696,0.888
547,0.691,0.906
548,0.689,0.895
549,0.687,0.886
550,0.681,0.904
551,0.68,0.888
552,0.679,0.88
553,0.678,0.889
554,0.674,0.891
555,0.671,0.881
556,0.669,0.883
557,0.668,0.857
558,0.665,0.864
559,0.662,0.863
560,0.658,0.863
561,0.651,0.873
562,0.646,0.849
563,0.644,0.834
564,0.642,0.822
565,0.64,0.825
566,0.634,0.839
567,0.632,0.851
568,0.625,0.867
569,0.623,0.847
570,0.619,0.861
571,0.616,0.851
572,0.611,0.866
573,0.604,0.862
574,0.602,0.841
575,0.591,0.852
576,0.589,0.83
577,0.586,0.846
578,0.584,0.838
579,0.581,0.861
580,0.578,0.858
581,0.577,0.861
582,0.571,0.873
583,0.569,0.847
584,0.564,0.85
585,0.563,0.848
586,0.557,0.862
587,0.554,0.852
588,0.551,0.86
589,0.55,0.84
590,0.546,0.847
591,0.544,0.832
592,0.543,0.833
593,0.539,0.845
594,0.536,0.838
595,0.536,0.844
596,0.534,0.831
597,0.529,0.836
598,0.528,0.825
599,0.527,0.848
600,0.525,0.851
601,0.522,0.851
602,0.52,0.869
603,0.518,0.867
604,0.517,0.851
605,0.515,0.857
606,0.513,0.872
607,0.511,0.872
608,0.509,0.874
609,0.507,0.882
610,0.504,0.9
611,0.503,0.878
612,0.498,0.896
613,0.493,0.904
614,0.489,0.887
615,0.484,0.901
616,0.482,0.892
617,0.476,0.918
618,0.472,0.895
619,0.467,0.889
620,0.465,0.888
621,0.464,0.868
622,0.461,0.881
623,0.457,0.909
624,0.454,0.903
625,0.452,0.909
626,0.449,0.902
627,0.449,0.882
628,0.447,0.899
629,0.445,0.897
630,0.442,0.894
631,0.441,0.902
632,0.439,0.896
633,0.435,0.901
634,0.434,0.892
635,0.433,0.922
636,0.432,0.901
637,0.429,0.898
638,0.424,0.895
639,0.422,0.89
640,0.419,0.886
641,0.416,0.896
642,0.409,0.904
643,0.405,0.876
644,0.4,0.899
645,0.399,0.867
646,0.398,0.893
647,0.394,0.898
648,0.389,0.898
649,0.386,0.887
650,0.383,0.892
651,0.382,0.86
652,0.379,0.872
653,0.377,0.866
654,0.375,0.875
655,0.37,0.87
656,0.366,0.885
657,0.36,0.865
658,0.359,0.863
659,0.355,0.868
660,0.348,0.868
661,0.346,0.866
662,0.344,0.86
663,0.34,0.853
664,0.339,0.855
665,0.336,0.853
666,0.334,0.861
667,0.333,0.86
668,0.331,0.87
669,0.327,0.888
670,0.325,0.878
671,0.324,0.879
672,0.322,0.873
673,0.32,0.862
674,0.319,0.881
675,0.315,0.898
676,0.311,0.915
677,0.31,0.912
678,0.307,0.919
679,0.303,0.903
680,0.299,0.907
681,0.296,0.919
682,0.293,0.914
683,0.29,0.889
684,0.285,0.887
685,0.282,0.884
686,0.278,0.887
687,0.276,0.873
688,0.272,0.879
689,0.268,0.873
690,0.263,0.87
691,0.261,0.863
692,0.26,0.875
693,0.257,0.866
694,0.255,0.854
695,0.249,0.873
696,0.248,0.863
697,0.244,0.862
698,0.243,0.848
699,0.242,0.845
700,0.24,0.854
701,0.239,0.855
702,0.238,0.881
703,0.236,0.893
704,0.235,0.9
705,0.234,0.888
706,0.231,0.913
707,0.229,0.89
708,0.227,0.914
709,0.226,0.906
710,0.226,0.894
711,0.225,0.892
712,0.226,0.876
713,0.226,0.879
714,0.226,0.862
715,0.227,0.854
716,0.227,0.87
717,0.228,0.877
718,0.231,0.887
719,0.231,0.898
720,0.232,0.888
721,0.232,0.865
722,0.232,0.897
723,0.232,0.856
724,0.231,0.902
725,0.231,0.904
726,0.231,0.906
727,0.231,0.9
728,0.231,0.904
729,0.231,0.914
730,0.231,0.888
731,0.231,0.904
732,0.232,0.886
733,0.233,0.883
734,0.234,0.888
735,0.235,0.868
736,0.236,0.859
737,0.237,0.843
738,0.237,0.844
739,0.238,0.841
740,0.239,0.84
741,0.243,0.866
742,0.245,0.867
743,0.247,0.874
744,0.249,0.865
745,0.251,0.874
746,0.253,0.854
747,0.254,0.857
748,0.255,0.863
749,0.258,0.863
750,0.26,0.875
751,0.263,0.839
752,0.266,0.858
753,0.271,0.856
754,0.273,0.861
755,0.274,0.873
756,0.275,0.869
757,0.278,0.857
758,0.281,0.869
759,0.284,0.86
760,0.285,0.858
761,0.289,0.846
762,0.29,0.84
763,0.292,0.83
764,0.292,0.853
765,0.293,0.86
766,0.296,0.882
767,0.298,0.866
768,0.303,0.881
769,0.308,0.873
770,0.312,0.857
771,0.316,0.858
772,0.318,0.844
773,0.322,0.847
774,0.326,0.841
775,0.329,0.852
776,0.336,0.862
777,0.338,0.87
778,0.344,0.885
779,0.346,0.865
780,0.349,0.888
781,0.351,0.892
782,0.352,0.894
783,0.355,0.906
784,0.358,0.898
785,0.363,0.908
786,0.365,0.88
787,0.367,0.888
788,0.369,0.879
789,0.37,0.885
790,0.375,0.901
791,0.38,0.897
792,0.384,0.895
793,0.388,0.904
794,0.391,0.906
795,0.392,0.901
796,0.395,0.878
797,0.398,0.886
798,0.398,0.855
799,0.4,0.873
