,Norm True,Norm Predicted
356,0.504,0.806
357,0.504,0.804
358,0.504,0.799
359,0.504,0.811
360,0.503,0.804
361,0.503,0.802
362,0.503,0.817
363,0.502,0.825
364,0.502,0.827
365,0.502,0.831
366,0.501,0.821
367,0.501,0.811
368,0.5,0.825
369,0.5,0.817
370,0.5,0.818
371,0.5,0.808
372,0.499,0.815
373,0.499,0.823
374,0.498,0.829
375,0.498,0.825
376,0.498,0.815
377,0.497,0.812
378,0.496,0.81
379,0.495,0.826
380,0.495,0.811
381,0.495,0.844
382,0.495,0.839
383,0.495,0.811
384,0.495,0.818
385,0.495,0.825
386,0.495,0.827
387,0.496,0.829
388,0.496,0.801
389,0.496,0.782
390,0.495,0.784
391,0.495,0.783
392,0.496,0.799
393,0.496,0.791
394,0.496,0.798
395,0.496,0.792
396,0.497,0.814
397,0.496,0.811
398,0.496,0.799
399,0.495,0.813
