,Norm True,Norm Predicted
132,0.341,0.424
133,0.343,0.42
134,0.345,0.42
135,0.348,0.437
136,0.351,0.427
137,0.352,0.436
138,0.353,0.444
139,0.355,0.439
140,0.356,0.439
141,0.359,0.451
142,0.36,0.453
143,0.362,0.458
144,0.364,0.454
145,0.366,0.437
146,0.368,0.42
147,0.373,0.443
148,0.375,0.435
149,0.378,0.443
150,0.379,0.448
151,0.384,0.432
152,0.386,0.455
153,0.388,0.457
154,0.39,0.458
155,0.396,0.459
156,0.399,0.48
157,0.403,0.488
158,0.405,0.49
159,0.405,0.497
160,0.407,0.499
161,0.409,0.492
162,0.41,0.501
163,0.412,0.509
164,0.413,0.522
165,0.414,0.534
166,0.415,0.534
167,0.415,0.546
168,0.415,0.536
169,0.415,0.54
170,0.415,0.536
171,0.416,0.539
172,0.416,0.534
173,0.417,0.55
174,0.418,0.566
175,0.418,0.556
176,0.419,0.549
177,0.42,0.564
178,0.42,0.579
179,0.42,0.588
180,0.42,0.583
181,0.42,0.585
182,0.419,0.592
183,0.419,0.606
184,0.419,0.598
185,0.419,0.603
186,0.419,0.6
187,0.419,0.614
188,0.42,0.605
189,0.421,0.595
190,0.422,0.607
191,0.424,0.616
192,0.424,0.611
193,0.425,0.595
194,0.426,0.603
195,0.427,0.601
196,0.428,0.617
197,0.431,0.607
198,0.432,0.611
199,0.433,0.611
200,0.435,0.609
201,0.439,0.614
202,0.44,0.603
203,0.443,0.588
204,0.445,0.594
205,0.451,0.609
206,0.456,0.609
207,0.461,0.618
208,0.463,0.631
209,0.47,0.628
210,0.472,0.627
211,0.474,0.623
212,0.476,0.635
213,0.479,0.634
214,0.484,0.634
215,0.488,0.639
216,0.49,0.65
217,0.492,0.653
218,0.496,0.637
219,0.502,0.638
220,0.506,0.643
221,0.508,0.621
222,0.511,0.63
223,0.513,0.636
224,0.519,0.637
225,0.523,0.631
226,0.531,0.636
227,0.535,0.648
228,0.537,0.666
229,0.542,0.672
230,0.544,0.636
231,0.547,0.648
232,0.55,0.651
233,0.552,0.643
234,0.557,0.662
235,0.56,0.651
236,0.564,0.647
237,0.566,0.655
238,0.569,0.642
239,0.57,0.643
240,0.573,0.633
241,0.574,0.634
242,0.579,0.638
243,0.582,0.644
244,0.586,0.653
245,0.587,0.658
246,0.588,0.669
247,0.591,0.67
248,0.593,0.658
249,0.598,0.655
250,0.599,0.66
251,0.601,0.675
252,0.604,0.672
253,0.605,0.674
254,0.612,0.676
255,0.616,0.654
256,0.619,0.657
257,0.623,0.667
258,0.625,0.681
259,0.629,0.663
260,0.63,0.653
261,0.633,0.674
262,0.635,0.668
263,0.637,0.661
264,0.638,0.668
265,0.642,0.689
266,0.642,0.696
267,0.645,0.679
268,0.646,0.658
269,0.654,0.671
270,0.655,0.681
271,0.657,0.676
272,0.66,0.665
273,0.662,0.664
274,0.664,0.657
275,0.665,0.655
276,0.668,0.662
277,0.674,0.675
278,0.677,0.651
279,0.679,0.684
280,0.68,0.688
281,0.681,0.688
282,0.685,0.667
283,0.691,0.674
284,0.697,0.691
285,0.701,0.695
286,0.703,0.693
287,0.704,0.699
288,0.707,0.69
289,0.708,0.699
290,0.71,0.684
291,0.711,0.673
292,0.713,0.662
293,0.717,0.676
294,0.719,0.674
295,0.72,0.67
296,0.723,0.656
297,0.723,0.664
298,0.728,0.66
299,0.734,0.668
300,0.739,0.669
301,0.741,0.671
302,0.743,0.677
303,0.745,0.666
304,0.749,0.67
305,0.752,0.682
306,0.752,0.674
307,0.759,0.688
308,0.761,0.705
309,0.764,0.704
310,0.766,0.71
311,0.77,0.71
312,0.772,0.712
313,0.775,0.716
314,0.779,0.705
315,0.782,0.7
316,0.785,0.7
317,0.788,0.709
318,0.791,0.708
319,0.793,0.702
320,0.795,0.706
321,0.798,0.713
322,0.8,0.715
323,0.804,0.699
324,0.806,0.703
325,0.806,0.702
326,0.809,0.706
327,0.812,0.699
328,0.817,0.712
329,0.821,0.713
330,0.826,0.72
331,0.829,0.723
332,0.83,0.723
333,0.834,0.728
334,0.837,0.73
335,0.843,0.72
336,0.844,0.74
337,0.846,0.746
338,0.85,0.733
339,0.851,0.731
340,0.853,0.752
341,0.855,0.738
342,0.858,0.754
343,0.859,0.748
344,0.863,0.739
345,0.865,0.747
346,0.866,0.765
347,0.869,0.749
348,0.871,0.751
349,0.875,0.757
350,0.877,0.762
351,0.881,0.762
352,0.883,0.765
353,0.884,0.765
354,0.886,0.779
355,0.887,0.773
356,0.888,0.779
357,0.889,0.775
358,0.893,0.775
359,0.895,0.788
360,0.898,0.784
361,0.9,0.779
362,0.901,0.782
363,0.903,0.784
364,0.906,0.8
365,0.909,0.785
366,0.91,0.788
367,0.913,0.797
368,0.918,0.782
369,0.924,0.807
370,0.925,0.806
371,0.927,0.809
372,0.929,0.811
373,0.932,0.813
374,0.936,0.806
375,0.94,0.802
376,0.944,0.8
377,0.948,0.811
378,0.949,0.795
379,0.951,0.798
380,0.956,0.815
381,0.957,0.804
382,0.958,0.822
383,0.959,0.826
384,0.961,0.818
385,0.966,0.816
386,0.969,0.82
387,0.971,0.822
388,0.976,0.831
389,0.979,0.84
390,0.983,0.841
391,0.987,0.833
392,0.989,0.829
393,0.991,0.83
394,0.994,0.843
395,0.999,0.843
396,1.004,0.843
397,1.006,0.851
398,1.008,0.819
399,1.011,0.83
